     qtr, qtr_win,id,  l_ult3m,  l_ult5m,  l_ult9m, l_ult13m, l_ugt13m,      u_q,      Xjf,      Yjf, data_qtr,data_qtr3,
     725,       5, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.1674,   0.0291,  -3.1771,  -1.1067,
     726,       6, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.2391,   0.0418,  -3.2492,  -1.0938,
     727,       7, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3375,   0.0939,  -3.3481,  -1.0416,
     728,       8, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3704,   0.2057,  -3.3814,  -0.9296,
     729,       9, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3150,   0.2140,  -3.3264,  -0.9212,
     730,      10, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3279,   0.1458,  -3.3397,  -0.9892,
     731,      11, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3831,   0.1361,  -3.3954,  -0.9987,
     732,      12, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.4825,   0.1787,  -3.4952,  -0.9559,
     733,      13, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.5367,   0.2315,  -3.5498,  -0.9029,
     734,      14, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.4738,   0.2669,  -3.4874,  -0.8674,
     735,      15, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.5719,   0.1830,  -3.5859,  -0.9511,
     736,      16, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.5720,   0.2604,  -3.5865,  -0.8735,
     737,      17, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.4591,   0.2870,  -3.4740,  -0.8467,
     738,      18, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.4689,   0.2077,  -3.4843,  -0.9258,
     739,      19, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6320,   0.1419,  -3.6477,  -0.9915,
     740,      20, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.7467,   0.2991,  -3.7629,  -0.8341,
     741,      21, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6113,   0.3691,  -3.6280,  -0.7639,
     742,      22, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.5145,   0.2529,  -3.5316,  -0.8799,
